CG3348,CG3348-PA-79,3,0
cort,cort-PA-530,2,0
CG9581,CG9581-PA-550,4,0
Psc,Psc-PA-4561,0,1
msb1l,msb1l-PA-53,0,3
Sec61beta,Sec61beta-PA-157,0,1
CG7414,CG7414-PA-1632,0,88
CG1299,CG1299-PA-955,0,2
lectin-28C,lectin-28C-PB-695,11,7
Shroom,Shroom-PD-610,4,0
GckIII,GckIII-PA-1882,3,0
Rtf1,Rtf1-PA-2070,6,6
DOR,DOR-PC-12,0,17
CG9389,CG9389-PA-936,0,1
CG5037,CG5037-PA-291,9,4
CG14891,CG14891-PA-1041,1,0
CG34126,CG34126-PB-4002,1,0
CG10289,CG10289-PA-2221,1,0
CG18213,CG18213-PB-2409,24,7
milt,milt-PA-2435,0,18
poe,poe-PA-8586,0,1
CG5177,CG5177-PA-207,8,20
CG7920,CG7920-PA-1297,88,54
blos2,blos2-PA-261,8,0
CG4835,CG4835-PA-2035,0,1
CG5522,CG5522-PA-745,1,0
Mat89Ba,Mat89Ba-PA-1711,1,0
inx3,inx3-PA-378,4,3
Sse,Sse-PA-1871,0,11
CG14215,CG14215-PA-3874,6,1
hbs,hbs-PA-2611,0,1
pio,pio-PB-1121,0,1
CG14478,CG14478-PA-479,0,2
Bka,Bka-PA-537,20,19
sxc,sxc-PA-3141,0,1
Start1,Start1-PA-1668,1,0
mib1,mib1-PA-2959,0,1
Msh6,Msh6-PA-3086,6,5
CG5084,CG5084-PA-105,0,3
Fit2,Fit2-PA-1790,0,2
Droj2,Droj2-PA-890,4,2
cv-c,cv-c-PA-841,1,0
betaTub97EF,betaTub97EF-PA-963,1,0
CG5626,CG5626-PA-535,36,0
Pi3K59F,Pi3K59F-PA-2349,2,2
RluA-2,RluA-2-PA-127,3,0
D19B,D19B-PA-1210,2,0
Rme-8,Rme-8-PA-6783,2,4
CG7137,CG7137-PA-384,0,3
CG13185,CG13185-PB-9612,0,8
DLP,DLP-PA-2671,1,0
Est-P,Est-P-PA-232,1,3
Cnx99A,Cnx99A-PA-1305,45,0
CG14860,CG14860-PB-360,0,1
CG7627,CG7627-PA-2124,0,5
CG2818,CG2818-PA-1207,1,0
DNApol-epsilon,DNApol-epsilon-PA-6048,15,0
CG7137,CG7137-PA-921,6,3
CG7372,CG7372-PA-2361,9,8
mys,mys-PA-2284,50,28
CG4041,CG4041-PB-429,0,1
CG8184,CG8184-PB-3276,0,1
CG6230,CG6230-PA-3409,1,0
CG7466,CG7466-PA-8056,0,1
CG7432,CG7432-PB-1687,0,1
CG6472,CG6472-PA-153,0,1
CG7371,CG7371-PA-943,36,31
CG10561,CG10561-PA-1132,5,9
Ets97D,Ets97D-PA-1182,0,1
trx,trx-PA-10712,0,1
CG1317,CG1317-PB-1381,0,21
Acn,Acn-PA-1900,334,311
dally,dally-PA-1197,0,2
fu2,fu2-PA-1373,0,1
fu2,fu2-PA-1375,0,6
CG42514,CG42514-PA-1014,8,24
Pvf1,Pvf1-PA-387,0,2
lola,lola-PD-1569,2,0
CG9596,CG9596-PB-717,32,98
CG6051,CG6051-PB-2410,9,6
CG3437,CG3437-PB-790,14,0
Smg5,Smg5-PA-3352,4,5
rdgB,rdgB-PA-636,0,1
nudC,nudC-PA-841,21,0
eIF2B-alpha,eIF2B-alpha-PA-899,1,0
CG42357,CG42357-PA-809,3,0
clos,clos-PD-5407,2,0
Aats-ala,Aats-ala-PA-2650,1,0
htl,htl-PA-1911,1,0
CG17019,CG17019-PA-1629,2,3
CG8297,CG8297-PA-207,8,0
imd,imd-PA-138,0,3
Aats-thr,Aats-thr-PA-1308,388,0
Apc,Apc-PA-7036,0,3
pre-mod(mdg4)-V,pre-mod(mdg4)-V-PA-191,2,0
Den1,Den1-PA-502,4,3
l(3)07882,l(3)07882-PA-2150,1,0
CG6404,CG6404-PA-1290,12,22
CG4080,CG4080-PA-1300,11,2
CG18004,CG18004-PA-51,0,1
CG15814,CG15814-PA-503,0,16
CG42669,CG42669-PA-378,22,1
RhoGAP15B,RhoGAP15B-PB-2114,1,0
NiPp1,NiPp1-PA-1115,6,11
CG13827,CG13827-PA-267,15,4
CG4933,CG4933-PA-777,3,3
CG18190,CG18190-PB-87,21,28
CG5789,CG5789-PA-2460,0,1
CG14757,CG14757-PA-400,0,2
Nf1,Nf1-PB-7471,0,1
SMC1,SMC1-PA-342,2,0
Cg25C,Cg25C-PA-1677,4,0
CG33080,CG33080-PA-106,0,1
Amph,Amph-PA-231,0,2
CG10710,CG10710-PA-1390,0,1
CG5591,CG5591-PA-4161,69,128
CG4670,CG4670-PA-1354,1,0
CG14961,CG14961-PA-61,1,0
CG14915,CG14915-PA-189,2,0
MBD-like,MBD-like-PA-907,3,0
Cyp4d2,Cyp4d2-PA-132,0,1
m4,m4-PA-157,0,1
Gadd34,Gadd34-PA-255,0,5
Sox15,Sox15-PA-1626,0,3
chif,chif-PA-4422,0,3
CG34417,CG34417-PD-7145,0,2
UGP,UGP-PA-1228,1,0
CG2974,CG2974-PB-225,18,10
Egfr,Egfr-PA-1655,3,0
Or67d,Or67d-PA-218,0,1
Or67d,Or67d-PA-217,0,1
h,h-PA-762,1,0
Srp54k,Srp54k-PA-1446,0,2
Ppn,Ppn-PC-5320,39,39
U26,U26-PA-2895,1,4
CG14258,CG14258-PA-101,1,1
Oatp26F,Oatp26F-PA-1185,1,0
CG1965,CG1965-PA-1098,1,0
l(2)06496,l(2)06496-PA-525,876,0
vls,vls-PA-1052,0,2
CG7830,CG7830-PA-129,1,4
crl,crl-PA-300,0,2
Sara,Sara-PA-3947,1,0
CG43370,CG43370-PD-3715,2,0
CG1753,CG1753-PA-1423,7,0
Bet1,Bet1-PA-294,65,41
CG30194,CG30194-PB-2049,0,8
obst-B,obst-B-PA-417,28,87
CG5555,CG5555-PA-982,1,1
CG1461,CG1461-PA-1230,1,0
Nap1,Nap1-PA-108,31,33
CG2145,CG2145-PA-1213,6,2
Prosbeta1,Prosbeta1-PA-382,3,5
bocksbeutel,bocksbeutel-PA-417,1,2
neo,neo-PA-1536,27,0
poe,poe-PA-3232,4,0
Bre1,Bre1-PA-2691,3,0
CG11877,CG11877-PA-201,3,3
CG6766,CG6766-PA-326,0,4
tos,tos-PA-1049,0,1
CG5126,CG5126-PA-1035,4,16
CG16888,CG16888-PA-295,0,2
U26,U26-PA-2596,1,0
CG4459,CG4459-PA-1779,3,0
ema,ema-PA-1045,3,0
CG5190,CG5190-PA-900,5,4
cort,cort-PA-825,18,15
primo-1,primo-1-PA-363,0,1
Nrx-IV,Nrx-IV-PA-1783,1,0
Plap,Plap-PA-1797,2,9
gwl,gwl-PA-1176,1,0
CG6619,CG6619-PA-663,1,0
Smr,Smr-PA-10207,7,0
CG9153,CG9153-PA-370,1,0
Reg-2,Reg-2-PA-721,92,2
CG31467,CG31467-PA-1171,2,0
CG34001,CG34001-PB-241,2,0
CG4645,CG4645-PA-412,0,2
CG10383,CG10383-PA-1081,0,2
CG5397,CG5397-PA-1531,0,2
lama,lama-PA-1347,0,17
Rrp1,Rrp1-PA-1316,27,0
Cyp6t3,Cyp6t3-PA-437,1,0
CG34195,CG34195-PA-618,1,6
Traf4,Traf4-PA-697,3,4
5-HT1A,5-HT1A-PA-139,0,14
Tis11,Tis11-PA-1035,1,0
Atg4,Atg4-PA-741,0,3
CG43179,CG43179-PA-102,13,0
CG1673,CG1673-PA-951,0,2
Cep97,Cep97-PB-1527,2,3
CG14476,CG14476-PA-2681,2,2
AdoR,AdoR-PA-2241,0,1
Aats-his,Aats-his-PA-666,0,1
CG10703,CG10703-PA-2007,1,5
l(2)35Bc,l(2)35Bc-PA-758,0,1
CG8290,CG8290-PB-3111,3,0
CG7837,CG7837-PA-2761,31,18
borr,borr-PA-718,0,1
CG15431,CG15431-PA-2096,0,1
GckIII,GckIII-PA-1270,0,1
CG6241,CG6241-PA-2364,1,156
CG6241,CG6241-PA-2363,2,0
CG33303,CG33303-PA-859,0,9
CG42747,CG42747-PC-856,0,1
CG14183,CG14183-PA-577,3,0
MTA1-like,MTA1-like-PC-40,0,1
MED17,MED17-PA-1420,0,2
Su(P),Su(P)-PA-1220,0,2
CG17660,CG17660-PA-423,0,1
18w,18w-PA-3756,3,0
epsilonCOP,epsilonCOP-PA-748,28,23
Hsp83,Hsp83-PA-351,4,7
Brf,Brf-PA-1602,0,1
CG18262,CG18262-PA-1036,0,2
LanB1,LanB1-PA-88,1,0
CG34424,CG34424-PA-285,0,4
CG4797,CG4797-PA-1221,106,0
Nup62,Nup62-PA-892,1,3
CG15784,CG15784-PA-1639,1,3
l(2)35Be,l(2)35Be-PA-313,43,17
MED16,MED16-PA-2399,35,0
row,row-PA-3513,0,19
Traf6,Traf6-PA-1269,1,2
Uch-L3,Uch-L3-PA-131,3,0
CG12017,CG12017-PA-686,0,3
CG31755,CG31755-PB-3802,4,0
twi,twi-PA-623,0,2
klar,klar-PA-4096,0,1
CG15087,CG15087-PA-826,0,1
CG2943,CG2943-PA-2327,0,1
CG6418,CG6418-PB-1944,0,18
CG18213,CG18213-PB-1383,1,0
CG10671,CG10671-PA-822,0,2
cac,cac-PA-3363,4,0
Xbp1,Xbp1-PC-186,5,16
l(2)01810,l(2)01810-PA-1215,0,4
CG9775,CG9775-PD-932,0,8
CG33080,CG33080-PA-1441,0,1
CG3838,CG3838-PA-880,6,7
RhoGEF4,RhoGEF4-PA-1768,55,66
Csk,Csk-PF-2017,1,0
CG2145,CG2145-PA-1290,26,44
CG14277,CG14277-PA-401,0,6
CG11784,CG11784-PA-603,0,3
msl-1,msl-1-PA-2278,9,9
vls,vls-PA-270,0,7
ca,ca-PA-1575,1,0
Osi23,Osi23-PA-459,1,0
CG30410,CG30410-PB-666,8,16
RhoGAP15B,RhoGAP15B-PB-3753,3,0
CG8031,CG8031-PA-340,3,0
CG15073,CG15073-PA-1452,2,1
CG5463,CG5463-PA-913,0,2
CG42509,CG42509-PA-93,1,0
Esyt2,Esyt2-PA-1285,3,0
CG10602,CG10602-PB-801,265,0
CG15674,CG15674-PA-970,0,4
Jarid2,Jarid2-PD-6414,14,3
D19B,D19B-PA-1977,0,16
Cyp310a1,Cyp310a1-PA-78,7,0
Spt5,Spt5-PA-3080,93,45
CG14277,CG14277-PA-392,0,1
CG42321,CG42321-PE-2500,0,2
CG5316,CG5316-PB-753,0,1
sano,sano-PA-450,0,2
ImpL3,ImpL3-PA-966,50,0
CG32088,CG32088-PA-2551,1,0
CG33786,CG33786-PA-708,0,15
Sur,Sur-PB-5543,0,1
CG31793,CG31793-PA-3214,0,1
CG6729,CG6729-PA-2451,4,2
dsd,dsd-PB-3309,1,2
CG15744,CG15744-PA-3510,4,1
ste24a,ste24a-PA-1277,265,0
Pole2,Pole2-PA-994,7,2
mfrn,mfrn-PA-586,0,1
CG33140,CG33140-PA-2109,1,0
CG13801,CG13801-PA-375,0,214
l(2)not,l(2)not-PA-231,0,3
Dscam,Dscam-PA-4561,1,0
colt,colt-PA-815,0,1
Chc,Chc-PA-4999,4,0
CG16868,CG16868-PA-4080,0,2
CG17803,CG17803-PA-1309,1,0
CG32262,CG32262-PA-712,0,3
CG5731,CG5731-PA-499,26,46
CG7739,CG7739-PA-844,14,4
Hsp83,Hsp83-PA-2119,13,20
GlyP,GlyP-PA-1094,4,6
Rcd4,Rcd4-PA-496,0,5
CG4956,CG4956-PA-248,1,0
CG16742,CG16742-PA-3910,0,2
CG5787,CG5787-PA-2583,0,2
CG32202,CG32202-PA-139,1,8
CG14982,CG14982-PB-2028,1,0
CG15814,CG15814-PA-463,1,0
CG32269,CG32269-PA-842,0,1
Updo,Updo-PA-756,6,0
Ir76a,Ir76a-PE-136,2,0
Ptp4E,Ptp4E-PA-4870,1,0
mam,mam-PA-4374,3,1
Gef64C,Gef64C-PA-5418,3,0
CG9953,CG9953-PA-1056,5,16
row,row-PA-718,0,5
Rim,Rim-PB-4872,1,0
sals,sals-PA-1152,1,0
CG4610,CG4610-PA-1620,26,41
janA,janA-PA-139,24,30
RhoGAPp190,RhoGAPp190-PA-3072,0,7
CG11873,CG11873-PA-6248,1,0
olf186-M,olf186-M-PA-245,28,1
CG32277,CG32277-PA-269,1,0
MCPH1,MCPH1-PA-1779,16,16
Msp-300,Msp-300-PB-22546,0,8
gatA,gatA-PA-984,9,12
pgant2,pgant2-PA-1761,0,2
CG18178,CG18178-PA-715,0,113
Mcr,Mcr-PA-3400,3,0
CG13130,CG13130-PA-180,20,0
Mcm6,Mcm6-PA-2163,0,53
Hsp83,Hsp83-PA-1048,0,5
Ent2,Ent2-PA-94,5,0
daw,daw-PA-1380,1,0
Top1,Top1-PA-2833,138,1
jing,jing-PD-1483,1,0
CG3520,CG3520-PA-3504,15,30
CG5527,CG5527-PA-1621,0,2
CG17221,CG17221-PA-481,0,2
CG18815,CG18815-PA-57,6,0
CG7706,CG7706-PA-1923,1,0
Kr-h1,Kr-h1-PA-1647,2,5
CG10249,CG10249-PA-1537,0,1
CG6197,CG6197-PA-1008,1,0
Fdxh,Fdxh-PA-441,0,16
CG11808,CG11808-PA-631,3,1
betaNACtes4,betaNACtes4-PA-73,2,0
CG5704,CG5704-PA-960,4,0
CG8207,CG8207-PA-210,1,1
ald,ald-PA-1003,13,6
CG11529,CG11529-PA-45,2,1
CG8531,CG8531-PA-1326,30,23
Irp-1B,Irp-1B-PA-2184,0,16
mahj,mahj-PA-3543,19,22
Glt,Glt-PA-1105,0,1
CG42765,CG42765-PA-77,0,1
Egfr,Egfr-PA-3825,7,3
mTTF,mTTF-PA-46,6,0
CG3609,CG3609-PA-288,0,1
CG10265,CG10265-PA-703,3,0
CG33138,CG33138-PA-1461,96,13
retm,retm-PA-212,0,1
CG11836,CG11836-PA-483,3,1
CG14299,CG14299-PC-6873,4,0
scrib,scrib-PC-3515,0,1
CG9147,CG9147-PA-751,14,12
CG4091,CG4091-PC-59,0,1
Cep135,Cep135-PA-2391,0,5
Atg9,Atg9-PA-2190,5,2
CG14786,CG14786-PA-2806,0,1
a6,a6-PA-979,20,24
mu2,mu2-PA-2933,6,0
pall,pall-PA-279,1,0
CG12263,CG12263-PA-844,1,0
mud,mud-PF-5685,1,3
CG33785,CG33785-PA-270,2,5
ed,ed-PA-2346,2,0
kto,kto-PA-6882,3,0
Cpsf73,Cpsf73-PA-1173,1,0
AIF,AIF-PA-668,6,0
CG32251,CG32251-PA-4256,0,2
CG30005,CG30005-PA-315,0,1
zetaCOP,zetaCOP-PA-171,188,0
CG3294,CG3294-PA-1291,0,55
Liprin-alpha,Liprin-alpha-PA-2370,1,0
gukh,gukh-PA-5065,0,2
ninaC,ninaC-PB-4104,6,2
Fit2,Fit2-PA-858,0,1
CG31413,CG31413-PA-1672,0,20
shot,shot-PA-14825,1,0
Sox15,Sox15-PA-1642,0,1
CG13295,CG13295-PA-842,0,383
Brd8,Brd8-PA-2290,0,1
CG12262,CG12262-PA-345,5,6
CG5789,CG5789-PA-3780,6,5
beta4GalT7,beta4GalT7-PA-64,1,0
Ptpa,Ptpa-PA-107,0,4
tinc,tinc-PA-2799,0,1
CG16791,CG16791-PA-2562,0,6
bon,bon-PA-2211,8,0
garz,garz-PA-2574,0,1
CG11123,CG11123-PA-1638,0,8
CG17211,CG17211-PA-3784,2,1
CG30089,CG30089-PA-3372,0,11
CG1896,CG1896-PA-508,2,7
Src64B,Src64B-PB-634,2,0
CG42747,CG42747-PC-840,0,1
CG34347,CG34347-PB-4246,0,10
CheB53b,CheB53b-PA-162,0,1
CG2938,CG2938-PB-886,1,2
Patronin,Patronin-PA-4536,6,6
CG2543,CG2543-PA-1254,0,1
Spn47C,Spn47C-PA-708,0,6
CG14372,CG14372-PC-2673,0,1
CG12054,CG12054-PB-954,1,0
sofe,sofe-PA-1742,9,0
CG17386,CG17386-PA-366,0,1
CG5171,CG5171-PA-681,3,2
CG32113,CG32113-PB-1024,0,1
CG13436,CG13436-PA-1589,0,1
CG43255,CG43255-PA-349,1,0
CG6051,CG6051-PB-2916,15,2
CG5001,CG5001-PA-433,1,0
CG15822,CG15822-PB-1194,1,0
Parg,Parg-PB-2125,1,0
CG1239,CG1239-PA-654,4,17
Sc2,Sc2-PA-436,2,1
Rrp4,Rrp4-PA-671,3,5
CG7044,CG7044-PA-1696,0,1
tankyrase,tankyrase-PA-3172,0,1
CG9497,CG9497-PA-483,0,1
CG16799,CG16799-PA-48,0,18
CG8207,CG8207-PA-741,15,15
CG10561,CG10561-PA-1147,3,1
hpo,hpo-PA-912,1,0
Tre1,Tre1-PA-31,1,0
CG32702,CG32702-PB-10504,2,3
CG5604,CG5604-PA-6741,1,2
Dys,Dys-PA-7411,0,1
Best1,Best1-PA-1357,0,1
Lis-1,Lis-1-PA-551,0,1
CG3209,CG3209-PB-456,2,4
Hel25E,Hel25E-PA-408,11,21
Msh6,Msh6-PA-3267,2,4
Hrb98DE,Hrb98DE-PA-984,44,14
lwr,lwr-PA-462,19,26
CG42354,CG42354-PA-673,0,1
Ppat-Dpck,Ppat-Dpck-PA-1450,8,2
gce,gce-PC-2173,0,1
CG12880,CG12880-PA-477,0,49
CG7369,CG7369-PA-1134,0,1
proPO-A1,proPO-A1-PA-2016,7,8
eIF-2beta,eIF-2beta-PA-667,7,0
gammaSnap,gammaSnap-PA-78,12,10
Sap130,Sap130-PA-2373,2,2
CG31728,CG31728-PC-1408,25,39
btsz,btsz-PB-2858,1,1
CG3700,CG3700-PA-345,9,10
E(z),E(z)-PA-1416,9,6
CG14857,CG14857-PA-1270,2,0
Trc8,Trc8-PA-2301,2,0
Ugt,Ugt-PA-3867,0,5
RecQ5,RecQ5-PB-3115,82,0
Chi,Chi-PA-1564,114,0
CG9300,CG9300-PA-1678,248,176
Eip55E,Eip55E-PA-194,0,4
CG10366,CG10366-PA-787,0,2
msl-1,msl-1-PA-1911,5,0
CG4592,CG4592-PA-131,1,0
CG10211,CG10211-PA-2709,0,1
CycC,CycC-PA-479,1,0
CycC,CycC-PA-478,5,2
CG8141,CG8141-PA-349,1,0
CG31800,CG31800-PA-480,10,21
CG10627,CG10627-PA-693,1,0
caup,caup-PA-2014,3,4
Phm,Phm-PA-966,14,33
CG3225,CG3225-PA-382,0,1
ast,ast-PA-2011,0,1
CG42709,CG42709-PA-1227,92,141
CG1234,CG1234-PA-786,1,1
CG9286,CG9286-PA-747,0,5
CG15083,CG15083-PA-421,1,4
Vinc,Vinc-PA-2046,1,0
Abi,Abi-PA-544,0,3
Edem2,Edem2-PA-49,4,3
CG1542,CG1542-PA-213,10,14
capu,capu-PA-3153,19,18
GstE1,GstE1-PA-211,167,27
CG1486,CG1486-PA-1740,0,1
pb,pb-PA-2095,0,1
TM4SF,TM4SF-PB-162,0,904
CG5191,CG5191-PA-884,0,1
mod(mdg4),mod(mdg4)-PP-1483,12,0
Smg1,Smg1-PA-4625,16,0
Ino80,Ino80-PA-4877,1,6
Aats-leu,Aats-leu-PA-859,0,1
CG2469,CG2469-PA-2645,1,0
CG3502,CG3502-PB-1348,0,1
Dgkepsilon,Dgkepsilon-PA-1307,70,0
CG30461,CG30461-PB-255,1,0
d,d-PA-2017,0,1
CG13436,CG13436-PA-96,1,0
shark,shark-PA-2076,2,0
Irc,Irc-PA-1567,1,0
5PtaseI,5PtaseI-PB-1131,6,4
CG14815,CG14815-PA-1795,0,8
Spt3,Spt3-PA-868,1,1
CG7371,CG7371-PA-286,0,1
TepIII,TepIII-PA-3587,0,1
CG8100,CG8100-PA-1537,1,5
scaf6,scaf6-PA-1078,0,3
CG11178,CG11178-PA-1617,19,24
Cyp310a1,Cyp310a1-PA-1140,0,36
CG8064,CG8064-PA-2547,15,21
Kr-h1,Kr-h1-PA-1114,0,2
CG9883,CG9883-PA-1130,0,1
CG11009,CG11009-PA-523,52,89
Gmd,Gmd-PA-843,0,1
sls,sls-PE-22666,1,0
CG18304,CG18304-PA-1146,0,2
Sply,Sply-PA-1434,0,15
CG3502,CG3502-PB-1558,1,0
Ucp4B,Ucp4B-PA-244,6,8
CG42251,CG42251-PC-2523,1,0
CG6796,CG6796-PA-744,45,0
Hmgs,Hmgs-PA-930,2,2
CG7154,CG7154-PA-1992,0,2
alphaPS5,alphaPS5-PA-2472,6,0
CG11141,CG11141-PA-1762,22,19
CG9886,CG9886-PA-1212,5,6
dpr13,dpr13-PB-506,0,2
nvy,nvy-PA-1824,1,0
CG11961,CG11961-PA-724,0,1
CG42500,CG42500-PA-187,1,1
CG13989,CG13989-PA-354,1,0
Btk29A,Btk29A-PA-1353,12,0
CG33158,CG33158-PB-2895,6,2
Sans,Sans-PA-737,0,1
Dl,Dl-PA-2250,4,4
CG42268,CG42268-PD-4165,39,45
CG33506,CG33506-PA-549,0,1
sqz,sqz-PA-213,1,1
Dfd,Dfd-PA-84,0,1
CG8449,CG8449-PA-1194,2,3
CG5045,CG5045-PA-565,1,4
CG7183,CG7183-PA-1335,3,0
CG5524,CG5524-PA-2229,4,13
CG32206,CG32206-PB-3069,0,1
CG9062,CG9062-PB-321,3,2
Dot,Dot-PA-166,0,2
CG14980,CG14980-PB-1018,7,3
CG43164,CG43164-PC-887,0,1
CG10092,CG10092-PA-1280,1,0
Su(var)2-10,Su(var)2-10-PB-1631,2,0
CG31102,CG31102-PA-495,2,0
CG5623,CG5623-PA-190,0,58
CG5623,CG5623-PA-191,0,1
mRpS29,mRpS29-PA-670,11,7
Gef26,Gef26-PA-2983,1,0
Smg1,Smg1-PA-9255,0,5
CG7376,CG7376-PA-3568,2,3
CG31694,CG31694-PA-714,2,3
CG6310,CG6310-PA-484,0,1
CG7739,CG7739-PA-837,8,5
CG34424,CG34424-PA-48,2,2
CG4749,CG4749-PA-1479,0,2
CG3216,CG3216-PC-2169,0,1
CG42342,CG42342-PC-560,0,1
CG7506,CG7506-PA-113,2,2
CG17565,CG17565-PA-1049,22,36
CG9231,CG9231-PA-13,1,0
CG3502,CG3502-PB-2506,4,4
RhoGAP71E,RhoGAP71E-PD-2318,0,1
CG4586,CG4586-PA-1516,0,1
CG14120,CG14120-PA-2555,0,2
CstF-64,CstF-64-PA-822,5,1
RpLP2,RpLP2-PB-318,0,1
CG18507,CG18507-PA-1527,3,3
slow,slow-PA-130,0,1
18w,18w-PA-1356,1,0
melt,melt-PB-2601,0,3
CG2941,CG2941-PA-2104,0,4
RpL32,RpL32-PD-264,1,0
katanin-60,katanin-60-PA-231,3,1
CG4896,CG4896-PC-2665,3,0
Dhc64C,Dhc64C-PA-7038,1,0
Dys,Dys-PH-10503,0,1
tatl,tatl-PB-619,0,9
mirr,mirr-PA-1608,2,0
CG5555,CG5555-PA-952,0,1
Mi-2,Mi-2-PA-4960,0,1
